"akatia__Auto_Merge__c","Billing_Name__c","akatia__Commodity_Group_Code__c","akatia__SubGroup_Code__c","akatia__Description__c","akatia__DNGenerate_Putaway__c","akatia__Serial_Mgt__c","Name","akatia__Item__c"
"false","Motorola Razr 2025 256GB Midnight Blue","Asset","Android-Phone","Motorola Razr 2025 256GB Midnight Blue","false","true","MR2025256GBMB","840023284433"
"false","Motorola Razr 2025 256GB Spring Green","Asset","Android-Phone","Motorola Razr 2025 256GB Spring Green","false","true","MR2025256GBSpG","840023284440"
"false","Motorola Razr FIFA World Cup 26 256GB Beach Sand","Asset","Android-Phone","Motorola Razr FIFA World Cup 26 256GB Beach Sand","false","true","MRFIFAWC26256GBBS","840023291219"
"false","Motorola Razr FIFA World Cup 26 256GB Hot Pink","Asset","Android-Phone","Motorola Razr FIFA World Cup 26 256GB Hot Pink","false","true","MRFIFAWC26256GBHP","840023291226"
"false","Motorola Razr FIFA World Cup 26 256GB Midnight Blue","Asset","Android-Phone","Motorola Razr FIFA World Cup 26 256GB Midnight Blue","false","true","MRFIFAWC26256GBMB","840023291233"
"false","Motorola Razr FIFA World Cup 26 256GB Spring Green","Asset","Android-Phone","Motorola Razr FIFA World Cup 26 256GB Spring Green","false","true","MRFIFAWC26256GBSpG","840023291240"
"true","NASREIN USB C Charger Block","Item","Accessory","NASREIN USB C Charger Block","false","false","NUCCB","X003AY3BCX"
"false","NETGEAR Nighthawk M6","Asset","Aircard","NETGEAR Nighthawk M6","false","true","NHM6",""
"true","Network Extender","Item","Accessory","Network Extender: Generic","false","false","NetExt123","789658795"
"true","NEWTRENT iPad 8th Gen Case","Item","Accessory","NEWTRENT iPad 8th Gen Case Generic","false","false","NiP8GCG","3333333333444"
"false","Nighthawk M7 Pro Black","Asset","Aircard","Nighthawk M7 Pro Black","false","true","NM7PB","606449169584"
"true","Car Charger","Item","Accessory","Nimble Compact Dual Port Car Charger","false","false","NCDPCC","810090112008"
"true","Nimble Charging Cable","Item","Accessory","Nimble Powerknit USB-C to Lightning 1m","false","false","NPUCL1m","810090110110"
"true","Wall Adapter","Item","Accessory","Nimble Wally Dual Port Wall Charger","false","false","NWDPWC","810090111551"
"true","Nimble 20W USB-C Charger","Item","Accessory","Nimble WALLY SubNano 20W USB-C Charger","false","false","NWSn20","810090111360"
"true","Nimble 30W USB-C Charger","Item","Accessory","Nimble WALLY SubNano 30W USB-C Charger","false","false","NWSn30","810090111377"
"false","Orbic Journey Pro Lite 8GB Dark Gray","Asset","Basic Phone","Orbic Journey Pro Lite 8GB Dark Gray","false","true","OJPL8GBDG","850028362147"
"false","Orbic RC400L Hotspot","Asset","Aircard","Orbic RC400L Hotspot","false","true","OrbicRC400L","111111111987"
"false","Orbic Speed MHS","Asset","Aircard","Orbic Speed MHS","false","true","OrbicSpeedMHS",""
"false","Orbic Speed MiFi","Asset","Aircard","Orbic Speed MiFi","false","true","OSM","853381003500"
"false","Orbic Speed X 5G","Asset","Aircard","Orbic Speed X 5G","false","true","OrbicSpeedX5G",""
"false","Orbic Trophy 128GB Black","Asset","Android-Phone","Orbic Trophy 128GB Black","false","true","OT128GBB","850028362451"
"true","Otterbox Screen Protector iPhone 14 Plus/ 13 Pro Max","Item","Accessory","Otterbox Alpha Glass Screen Protector iPhone 14 Plus/ 13 Pro Max","false","false","OAGSPiP14P/13PM","840262389150"
"true","Otterbox Commuter Case","Item","Accessory","Otterbox Commuter Case","false","false","ODCG","840434734085"
"true","Otterbox Commuter Case","Item","Accessory","Otterbox Commuter Case Galaxy S23","false","false","OBCSGS23","840304712793"
"true","Otterbox Commuter Case","Item","Accessory","Otterbox Commuter Case iPhone 16","false","false","OCCIP16","840434733828"
"true","OtterBox Commuter Case","Item","Accessory","OtterBox Commuter Case iPhone 16","false","false","OBCiP16","840304766758"
"true","Otterbox Commuter Case","Item","Accessory","Otterbox Commuter Case iPhone 16/15","false","false","OCC16","X840304766765"
"true","Otterbox Commuter Case","Item","Accessory","Otterbox Commuter Case iPhone 17","false","false","OCCIP17","840434709564"
"true","Otterbox Commuter Case","Item","Accessory","Otterbox Commuter Case: Generic","false","false","OCCG","x111111111111"
"true","Otterbox Commuter Case","Item","Accessory","OtterBox Commuter Drop+ Case for iPhone SE 3rd and 2nd Gen/8/7","false","false","OBCD+CiPSE32G/8/7","660543403364"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case Galaxy S21 FE","false","false","OBDSG21FE","840104282182"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case Galaxy S22","false","false","OBDSGS22","840104297469"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case Galaxy S23 FE","false","false","OBDSGS23","840304747559"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case Galaxy S24","false","false","OBDSGS24","840304751921"
"true","Otterbox Defender","Item","Accessory","Otterbox Defender Case iPad A16","false","false","OBDiPA16","840434743025"
"true","Otterbox Defender","Item","Accessory","Otterbox Defender Case iPad Air 4th/5th Gen","false","false","OBDiPAir4th/5th","x111111111122"
"true","Otterbox Defender Case","Item","Apple-iPad","Otterbox Defender Case iPad Pro 11 (M4/M5)","false","false","OBDiPPro11M4","840304758838"
"true","Otterbox Defender iPad Case","Item","Accessory","Otterbox Defender Case iPad Pro 11"" M4/M5","false","false","OBDCiPPM4/M5","840434742363"
"true","Otterbox Defender iPad Case","Item","Accessory","Otterbox Defender Case iPad Pro 11"" M5","false","false","OBDCiPPM5","xxxxxxxx"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case iPhone 13/14/15","false","false","OBDiP13/iP14/iP15","1234567899"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case iPhone 16","false","false","ODCiP16","840434733866"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case iPhone 16e/17e","false","false","OBDiP16","840304782963"
"true","Otterbox Defender","Item","Accessory","Otterbox Defender Case iPhone 17","false","false","OBDiP17","x111111111124"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case iPhone 17","false","false","ODCiP17","840434754069"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case iPhone 17 Pro","false","false","OBDCiP17Pro","x111111111128"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case iPhone 17 Pro","false","false","ODCiP17P","840434754106"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case iPhone 17e/16e/15/14/13","false","false","OBDCiP17e/16e/15/14/13","840434741144"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case iPhone 7 Plus/8 Plus","false","false","OBDiP7+/iP8+","1234567899"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Case: Generic","false","false","ODBG","x111111111111"
"true","Otterbox Case iPhone SE 3rd/SE 2nd Gen/8/7","Item","Accessory","Otterbox Defender iPhone SE 3rd/SE 2nd Gen/8/7","false","false","ODiPSE3/SE2/8/7","660543408871"
"true","Otterbox Defender Case","Item","Accessory","Otterbox Defender Pro Case iPad A16/10th Gen","false","false","OBDPCiPA16/10G","849944090919"
"true","OtterBox Defender Pro Case for iPhone 17 Pro Max","Item","Accessory","OtterBox Defender Pro for iPhone 17 Pro Max","false","false","OBDPIP17PM","840434754168"
"true","Otterbox Defender Pro for Samsung Galaxy S23","Item","Accessory","Otterbox Defender Pro for Samsung Galaxy S23","false","false","OBDpGalaxyS23","840304712311"
"true","Otterbox Case","Item","Accessory","Otterbox Defender Pro Galaxy S25/S24","false","false","ODPGS25S24","840434734009"
"true","Otterbox Case","Item","Accessory","Otterbox Defender Pro Galaxy XCover6 Pro","false","false","ODPGXP","840304726615"
"true","Otterbox Defender Pro iPad Pro 13-inch","Item","Accessory","Otterbox Defender Pro iPad Pro 13-inch","false","false","ODPiPP13","840304758821"
"true","Otterbox Case","Item","Accessory","Otterbox Defender Pro iPhone 12 / Pro","false","false","OBDiP12/P","840104230558"
"true","Otterbox Case iPhone 16 Pro Max","Item","Accessory","Otterbox Defender Pro iPhone 16 Pro Max","false","false","ODPiP16PM","849944092449"
"true","Otterbox Case iPhone 16e/15/14/13","Item","Accessory","Otterbox Defender Pro iPhone 16e/15/14/13","false","false","ODPiP16e/15/14/13","840304731244"
"true","Otterbox Samsung Galaxy S22 Case","Item","Accessory","Otterbox Defender Pro Samsung Galaxy S22 Blue","false","false","ODPSGS22B","840104266984"
"true","Otterbox Samsung Galaxy S23 Ultra Case","Item","Accessory","Otterbox Defender Pro Samsung Galaxy S23 Ultra","false","false","ODPSGS23U","840304712502"
"true","Otterbox Case iPhone 14 Plus","Item","Accessory","Otterbox Defender Pro XT iPhone 14 Plus","false","false","ODPXTiP14P","840262387552"
"true","Otterbox Case 15 Plus/16 Plus","Item","Accessory","Otterbox Defense Pro iPhone Case 15 Plus/16 Plus","false","false","ODPiC15P/16P","840434733842"
"true","Screen Protector","Item","Apple-iPhone","Otterbox Glass Screen Protector for iPhone 17e/16e/14/13/13 Pro","false","false","OBSPiP17e/16e/14/13/13Pro","840434707362"
"true","Otterbox Case","Item","Accessory","Otterbox iPhone 16 Case","false","false","OiP16C","840434706662"
"true","Otterbox Car Charger Kit","Item","Accessory","Otterbox Premium Pro Car Charger Kit","false","false","OPPCCK","840304711109"
"true","Otterbox iPhone 16e/15/14/13 Case","Item","Accessory","Otterbox Profile Case iPhone 16e/15/14/13","false","false","OPCiP16e/15/14/13","840304797240"
"true","Otterbox Screen Protector iPhone","Item","Accessory","Otterbox Screen Protector iPhone","false","false","OSPiP","840304743391"
"true","Otterbox Symmetry Case","Item","Accessory","Otterbox Symmetry Case for iPhone 17","false","false","OSCfiP17","840434733385"
"true","Otterbox Symmetry Case for Samsung Galaxy S20 FE","Item","Accessory","Otterbox Symmetry Case for Samsung Galaxy S20 FE","false","false","OBSGalaxyS20FE","840104237533"
"true","Otterbox Symmetry Case","Item","Accessory","Otterbox Symmetry Case iPhone 17 Pro","false","false","OSC17Pro","X840434733569"
"true","Otterbox Symmetry Case","Item","Accessory","Otterbox Symmetry Case: Generic","false","false","OSCG","x111111111111"
"true","Otterbox Symmetry","Item","Accessory","Otterbox Symmetry for iPhone 17 Pro","false","false","OSFiP17P","840434733620"
"true","Otterbox Case iPhone 16","Item","Accessory","Otterbox Symmetry iPhone 16","false","false","OSiP16","840304771240"
"true","Otterbox Symmetry Case","Item","Accessory","Otterbox Symmetry iPhone 16 Case","false","false","OBSiPC16","840434733965"
"true","Otterbox Case iPhone SE 3rd/SE 2nd/8/7","Item","Accessory","Otterbox Symmetry iPhone SE 3rd/SE 2nd/8/7","false","false","OSiPSE3rd/SE2nd/8/7","660543408918"
"true","Wall Adapter","Item","Accessory","Otterbox Wall Adapter","false","false","OBWA","840304706457"
"true","Pelican Protector Case","Item","Accessory","Pelican Protector Case: Generic","false","false","PPCG","x111111111111"
"true","Pelican iPhone 17 Case","Item","Accessory","Pelican Protector iPhone 17","false","false","PPiP17","840171755879"
"true","Pelican Protector Case","Item","Accessory","Pelican Protector iPhone Case 17e/16e/15/14/13","false","false","PPiPC17e16e151413","849944086868"
"true","Pelican Protector Magnetic Case for iPhone 16","Item","Accessory","Pelican Protector Magnetic Case for iPhone 16","false","false","PPMCiP16","849944092036"
"true","Pelican Voyager Case for iPhone 6.6""","Item","Accessory","Pelican Voyager Case for iPhone 6.6"" New (2025)","false","false","PVC-iPh6.6-2025","840171755688"
"true","Pelican Voyager Case","Item","Accessory","Pelican Voyager Case iPhone 13/14/15/16e","false","false","PVCiP13/iP14/iP15/iP16e","1234567899"
"true","Pelican Voyager Case","Item","Accessory","Pelican Voyager Case: iPhone 16e/15/14/13","false","false","PVCG","840171749724"
"true","Pelican iPhone 16e/15/14/13 Case","Item","Accessory","Pelican Voyager iPhone 16e/15/14/13","false","false","PViP16e/15/14/13","840171756722"
"true","Pelican Voyager Magnetic Case","Item","Accessory","Pelican Voyager Magnetic Case for iPhone 16e/15/14/13","false","false","PVMCiP","849944097055"
"false","Pixel 10 128GB Aloe","Asset","Android-Phone","Pixel 10 128GB Aloe","false","true","P10128GBA","840353952263"
"false","Pixel 10 128GB Obsidian","Asset","Android-Phone","Pixel 10 128GB Obsidian","false","true","P10128GBO","840353952140"
"false","Pixel 10 128GB Porcelain","Asset","Android-Phone","Pixel 10 128GB Porcelain","false","true","P10128GBP","840353952188"
"false","Pixel 10 128GB Willow","Asset","Android-Phone","Pixel 10 128GB Willow","false","true","P10128GBW","840353952225"
"false","Pixel 10 256GB Aloe","Asset","Android-Phone","Pixel 10 256GB Aloe","false","true","P10256GBA","840353952270"
"false","Pixel 10 256GB Obsidian","Asset","Android-Phone","Pixel 10 256GB Obsidian","false","true","P10256GBO","840353952157"
"false","Pixel 10 256GB Porcelain","Asset","Android-Phone","Pixel 10 256GB Porcelain","false","true","P10256GBP","840353952195"
"false","Pixel 10 256GB Willow","Asset","Android-Phone","Pixel 10 256GB Willow","false","true","P10256GBW","840353952232"
"false","Pixel 10 Pro 128GB Hazel","Asset","Android-Phone","Pixel 10 Pro 128GB Hazel","false","true","P10P128GBH","840353954199"
"false","Pixel 10 Pro 128GB Moonstone","Asset","Android-Phone","Pixel 10 Pro 128GB Moonstone","false","true","P10P128GBM","840353954113"
"false","Pixel 10 Pro 128GB Obsidian","Asset","Android-Phone","Pixel 10 Pro 128GB Obsidian","false","true","P10P128GBO","840353954151"
"false","Pixel 10 Pro 128GB Sage","Asset","Android-Phone","Pixel 10 Pro 128GB Sage","false","true","P10P128GBS","840353954236"
"false","Pixel 10 Pro 1TB Hazel","Asset","Android-Phone","Pixel 10 Pro 1TB Hazel","false","true","P10P1TBH","840353954229"
"false","Pixel 10 Pro 1TB Moonstone","Asset","Android-Phone","Pixel 10 Pro 1TB Moonstone","false","true","P10P1TBM","840353954144"
"false","Pixel 10 Pro 1TB Obsidian","Asset","Android-Phone","Pixel 10 Pro 1TB Obsidian","false","true","P10P1TBO","840353954182"
"false","Pixel 10 Pro 256GB Hazel","Asset","Android-Phone","Pixel 10 Pro 256GB Hazel","false","true","P10P256GBH","840353954205"
"false","Pixel 10 Pro 256GB Moonstone","Asset","Android-Phone","Pixel 10 Pro 256GB Moonstone","false","true","P10P256GBM","840353954120"
"false","Pixel 10 Pro 256GB Obsidian","Asset","Android-Phone","Pixel 10 Pro 256GB Obsidian","false","true","P10P256GBO","840353954168"
"false","Pixel 10 Pro 256GB Sage","Asset","Android-Phone","Pixel 10 Pro 256GB Sage","false","true","P10P256GBS","840353954243"
"false","Pixel 10 Pro 512GB Hazel","Asset","Android-Phone","Pixel 10 Pro 512GB Hazel","false","true","P10P512GBH","840353954212"
"false","Pixel 10 Pro 512GB Moonstone","Asset","Android-Phone","Pixel 10 Pro 512GB Moonstone","false","true","P10P512GBM","840353954137"
"false","Pixel 10 Pro 512GB Obsidian","Asset","Android-Phone","Pixel 10 Pro 512GB Obsidian","false","true","P10P512GBO","840353954175"
"false","Pixel 10 Pro 512GB Sage","Asset","Android-Phone","Pixel 10 Pro 512GB Sage","false","true","P10P512GBS","840353954250"
"false","Pixel 10 Pro Fold 256GB Gold","Asset","Android-Phone","Pixel 10 Pro Fold 256GB Gold","false","true","P10PF256GBG","840353958159"
"false","Pixel 10 Pro Fold 256GB Obsidian","Asset","Android-Phone","Pixel 10 Pro Fold 256GB Obsidian","false","true","P10PF256GBO","840353958111"
"false","Pixel 10 Pro Fold 256GB Porcelain","Asset","Android-Phone","Pixel 10 Pro Fold 256GB Porcelain","false","true","P10PF256GBP","840353958135"
"false","Pixel 10 Pro Fold 512GB Gold","Asset","Android-Phone","Pixel 10 Pro Fold 512GB Gold","false","true","P10PF512GBG","840353958166"
"false","Pixel 10 Pro Fold 512GB Obsidian","Asset","Android-Phone","Pixel 10 Pro Fold 512GB Obsidian","false","true","P10PF512GBO","840353958128"
"false","Pixel 10 Pro Fold 512GB Porcelain","Asset","Android-Phone","Pixel 10 Pro Fold 512GB Porcelain","false","true","P10PF512GBP","840353958142"
"false","Pixel 10 Pro XL 128GB Hazel","Asset","Android-Phone","Pixel 10 Pro XL 128GB Hazel","false","true","P10PXL128GBH","840353956193"
"false","Pixel 10 Pro XL 128GB Moonstone","Asset","Android-Phone","Pixel 10 Pro XL 128GB Moonstone","false","true","P10PXL128GBM","840353956117"
"false","Pixel 10 Pro XL 128GB Obsidian","Asset","Android-Phone","Pixel 10 Pro XL 128GB Obsidian","false","true","P10PXL128GBO","840353956155"
"false","Pixel 10 Pro XL 128GB Sage","Asset","Android-Phone","Pixel 10 Pro XL 128GB Sage","false","true","P10PXL128GBS","840353956230"
"false","Pixel 10 Pro XL 1TB Hazel","Asset","Android-Phone","Pixel 10 Pro XL 1TB Hazel","false","true","P10PXL1TBH","840353956223"
"false","Pixel 10 Pro XL 1TB Moonstone","Asset","Android-Phone","Pixel 10 Pro XL 1TB Moonstone","false","true","P10PXL1TBM","840353956148"
"false","Pixel 10 Pro XL 1TB Obsidian","Asset","Android-Phone","Pixel 10 Pro XL 1TB Obsidian","false","true","P10PXL1TBO","840353956186"
"false","Pixel 10 Pro XL 256GB Hazel","Asset","Android-Phone","Pixel 10 Pro XL 256GB Hazel","false","true","P10PXL256GBH","840353956209"
"false","Pixel 10 Pro XL 256GB Moonstone","Asset","Android-Phone","Pixel 10 Pro XL 256GB Moonstone","false","true","P10PXL256GBM","840353956124"
"false","Pixel 10 Pro XL 256GB Obsidian","Asset","Android-Phone","Pixel 10 Pro XL 256GB Obsidian","false","true","P10PXL256GBO","840353956162"
"false","Pixel 10 Pro XL 256GB Sage","Asset","Android-Phone","Pixel 10 Pro XL 256GB Sage","false","true","P10PXL256GBS","840353956247"
"false","Pixel 10 Pro XL 512GB Hazel","Asset","Android-Phone","Pixel 10 Pro XL 512GB Hazel","false","true","P10PXL512GBH","840353956216"
"false","Pixel 10 Pro XL 512GB Moonstone","Asset","Android-Phone","Pixel 10 Pro XL 512GB Moonstone","false","true","P10PXL512GBM","840353956131"
"false","Pixel 10 Pro XL 512GB Obsidian","Asset","Android-Phone","Pixel 10 Pro XL 512GB Obsidian","false","true","P10PXL512GBO","840353956179"
"false","Pixel 10 Pro XL 512GB Sage","Asset","Android-Phone","Pixel 10 Pro XL 512GB Sage","false","true","P10PXL512GBS","840353956254"
"false","Pixel 10a 128GB Coral","Asset","Android-Phone","Pixel 10a 128GB Coral","false","true","P10a128GBC","840353961210"
"false","Pixel 10a 128GB Obsidian","Asset","Android-Phone","Pixel 10a 128GB Obsidian","false","true","P10a128GBO","840353961159"
"false","Pixel 10a 128GB Porcelain","Asset","Android-Phone","Pixel 10a 128GB Porcelain","false","true","P10a128GBP","840353961173"
"false","Pixel 10a 128GB Sky","Asset","Android-Phone","Pixel 10a 128GB Sky","false","true","P10a128GBS","840353961197"
"false","Pixel 10a 256GB Coral","Asset","Android-Phone","Pixel 10a 256GB Coral","false","true","P10a256GBC","840353961227"
"false","Pixel 10a 256GB Obsidian","Asset","Android-Phone","Pixel 10a 256GB Obsidian","false","true","P10a256GBO","840353961166"
"false","Pixel 10a 256GB Porcelain","Asset","Android-Phone","Pixel 10a 256GB Porcelain","false","true","P10a256GBP","840353961180"
"false","Pixel 10a 256GB Sky","Asset","Android-Phone","Pixel 10a 256GB Sky","false","true","P10a256GBS","840353961203"
"false","Pixel 8 Pro 128GB Bay","Asset","Android-Phone","Pixel 8 Pro 128GB Bay","false","true","P8P128GBB","840354101943"
"false","Pixel 8 Pro 128GB Mint","Asset","Android-Phone","Pixel 8 Pro 128GB Mint","false","true","P8P128GBM","840354102148"
"false","Pixel 8 Pro 128GB Obsidian","Asset","Android-Phone","Pixel 8 Pro 128GB Obsidian","false","true","P8P128GBO","840354101868"
"false","Pixel 8 Pro 128GB Porcelain","Asset","Android-Phone","Pixel 8 Pro 128GB Porcelain","false","true","P8P128GBP","840354101905"
"false","Pixel 8 Pro 1TB Bay","Asset","Android-Phone","Pixel 8 Pro 1TB Bay","false","true","P8P1TBB","840354101974"
"false","Pixel 8 Pro 1TB Obsidian","Asset","Android-Phone","Pixel 8 Pro 1TB Obsidian","false","true","P8P1TBO","840354101899"
"false","Pixel 8 Pro 1TB Porcelain","Asset","Android-Phone","Pixel 8 Pro 1TB Porcelain","false","true","P8P1TBP","840354101936"
"false","Pixel 8 Pro 256GB Bay","Asset","Android-Phone","Pixel 8 Pro 256GB Bay","false","true","P8P256GBB","840354101950"
"false","Pixel 8 Pro 256GB Mint","Asset","Android-Phone","Pixel 8 Pro 256GB Mint","false","true","P8P256GBM","840354102155"
"false","Pixel 8 Pro 256GB Obsidian","Asset","Android-Phone","Pixel 8 Pro 256GB Obsidian","false","true","P8P256GBO","840354101875"
"false","Pixel 8 Pro 256GB Porcelain","Asset","Android-Phone","Pixel 8 Pro 256GB Porcelain","false","true","P8P256GBP","840354101912"
"false","Pixel 8 Pro 512GB Bay","Asset","Android-Phone","Pixel 8 Pro 512GB Bay","false","true","P8P512GBB","840354101967"
"false","Pixel 8 Pro 512GB Mint","Asset","Android-Phone","Pixel 8 Pro 512GB Mint","false","true","P8P512GBM","840354102162"
"false","Pixel 8 Pro 512GB Obsidian","Asset","Android-Phone","Pixel 8 Pro 512GB Obsidian","false","true","P8P512GBO","840354101882"
"false","Pixel 8 Pro 512GB Porcelain","Asset","Android-Phone","Pixel 8 Pro 512GB Porcelain","false","true","P8P512GBP","840354101929"
"false","Pixel 9 128GB Obsidian","Asset","Android-Phone","Pixel 9 128GB Obsidian","false","true","P9128GBO","840353911093"
"false","Pixel 9 128GB Porcelain","Asset","Android-Phone","Pixel 9 128GB Porcelain","false","true","P9128GBP","840353911130"
"false","Pixel 9 128GB Wintergreen","Asset","Android-Phone","Pixel 9 128GB Wintergreen","false","true","P9128GBW","840353911175"
"false","Pixel 9 256GB Obsidian","Asset","Android-Phone","Pixel 9 256GB Obsidian","false","true","P9256GBO","840353911109"
"false","Pixel 9 256GB Peony","Asset","Android-Phone","Pixel 9 256GB Peony","false","true","P9256GBPe","840353911229"
"false","Pixel 9 256GB Porcelain","Asset","Android-Phone","Pixel 9 256GB Porcelain","false","true","P9256GBP","840353911147"
"false","Pixel 9 256GB Wintergreen","Asset","Android-Phone","Pixel 9 256GB Wintergreen","false","true","P9256GBW","840353911182"
"false","Pixel 9 Pro 128GB Hazel","Asset","Android-Phone","Pixel 9 Pro 128GB Hazel","false","true","P9P128GBH","840353912588"
"false","Pixel 9 Pro 128GB Obsidian","Asset","Android-Phone","Pixel 9 Pro 128GB Obsidian","false","true","P9P128GBO","840353912441"
"false","Pixel 9 Pro 128GB Porcelain","Asset","Android-Phone","Pixel 9 Pro 128GB Porcelain","false","true","P9P128GBP","840353912519"
"false","Pixel 9 Pro 128GB Rose Quartz","Asset","Android-Phone","Pixel 9 Pro 128GB Rose Quartz","false","true","P9P128GBRQ","840353912656"
"false","Pixel 9 Pro 1TB Hazel","Asset","Android-Phone","Pixel 9 Pro 1TB Hazel","false","true","P9P1TBH","840353912618"
"false","Pixel 9 Pro 1TB Obsidian","Asset","Android-Phone","Pixel 9 Pro 1TB Obsidian","false","true","P9P1TBO","840353912472"
"false","Pixel 9 Pro 1TB Porcelain","Asset","Android-Phone","Pixel 9 Pro 1TB Porcelain","false","true","P9P1TBP","840353912540"
"false","Pixel 9 Pro 256GB Hazel","Asset","Android-Phone","Pixel 9 Pro 256GB Hazel","false","true","P9P256GBH","840353912595"
"false","Pixel 9 Pro 256GB Obsidian","Asset","Android-Phone","Pixel 9 Pro 256GB Obsidian","false","true","P9P256GBO","840353912458"
"false","Pixel 9 Pro 256GB Porcelain","Asset","Android-Phone","Pixel 9 Pro 256GB Porcelain","false","true","P9P256GBP","840353912526"
"false","Pixel 9 Pro 256GB Rose Quartz","Asset","Android-Phone","Pixel 9 Pro 256GB Rose Quartz","false","true","P9P256GBRQ","840353912663"
"false","Pixel 9 Pro 512GB Hazel","Asset","Android-Phone","Pixel 9 Pro 512GB Hazel","false","true","P9P512GBH","840353912601"
"false","Pixel 9 Pro 512GB Obsidian","Asset","Android-Phone","Pixel 9 Pro 512GB Obsidian","false","true","P9P512GBO","840353912465"
"false","Pixel 9 Pro 512GB Porcelain","Asset","Android-Phone","Pixel 9 Pro 512GB Porcelain","false","true","P9P512GBP","840353912533"
"false","Pixel 9 Pro 512GB Rose Quartz","Asset","Android-Phone","Pixel 9 Pro 512GB Rose Quartz","false","true","P9P512GBRQ","840353912670"
"false","Pixel 9 Pro XL 128GB Hazel","Asset","Android-Phone","Pixel 9 Pro XL 128GB Hazel","false","true","P9PXL128GBH","840353914254"
"false","Pixel 9 Pro XL 128GB Obsidian","Asset","Android-Phone","Pixel 9 Pro XL 128GB Obsidian","false","true","P9PXL128GBO","840353914117"
"false","Pixel 9 Pro XL 128GB Porcelain","Asset","Android-Phone","Pixel 9 Pro XL 128GB Porcelain","false","true","P9PXL128GBP","840353914186"
"false","Pixel 9 Pro XL 128GB Rose Quartz","Asset","Android-Phone","Pixel 9 Pro XL 128GB Rose Quartz","false","true","P9PXL128GBRQ","840353914322"
"false","Pixel 9 Pro XL 1TB Hazel","Asset","Android-Phone","Pixel 9 Pro XL 1TB Hazel","false","true","P9PXL1TBH","840353914285"
"false","Pixel 9 Pro XL 1TB Obsidian","Asset","Android-Phone","Pixel 9 Pro XL 1TB Obsidian","false","true","P9PXL1TBO","840353914148"
"false","Pixel 9 Pro XL 1TB Porcelain","Asset","Android-Phone","Pixel 9 Pro XL 1TB Porcelain","false","true","P9PXL1TBP","840353914216"
"false","Pixel 9 Pro XL 256GB Hazel","Asset","Android-Phone","Pixel 9 Pro XL 256GB Hazel","false","true","P9PXL256GBH","840353914261"
"false","Pixel 9 Pro XL 256GB Obsidian","Asset","Android-Phone","Pixel 9 Pro XL 256GB Obsidian","false","true","P9PXL256GBO","840353914124"
"false","Pixel 9 Pro XL 256GB Porcelain","Asset","Android-Phone","Pixel 9 Pro XL 256GB Porcelain","false","true","P9PXL256GBP","840353914193"
"false","Pixel 9 Pro XL 256GB Rose Quartz","Asset","Android-Phone","Pixel 9 Pro XL 256GB Rose Quartz","false","true","P9PXL256GBRQ","840353914339"
"false","Pixel 9 Pro XL 512GB Hazel","Asset","Android-Phone","Pixel 9 Pro XL 512GB Hazel","false","true","P9PXL512GBH","840353914278"
"false","Pixel 9 Pro XL 512GB Obsidian","Asset","Android-Phone","Pixel 9 Pro XL 512GB Obsidian","false","true","P9PXL512GBO","840353914131"
"false","Pixel 9 Pro XL 512GB Porcelain","Asset","Android-Phone","Pixel 9 Pro XL 512GB Porcelain","false","true","P9PXL512GBP","840353914209"
"false","Pixel 9 Pro XL 512GB Rose Quartz","Asset","Android-Phone","Pixel 9 Pro XL 512GB Rose Quartz","false","true","P9PXL512GBRQ","840353914346"
"false","Pixel 9a 128GB Iris","Asset","Android-Phone","Pixel 9a 128GB Iris","false","true","P9a128GBI","840353945159"
"false","Pixel 9a 128GB Obsidian","Asset","Android-Phone","Pixel 9a 128GB Obsidian","false","true","P9a128GBO","840353945111"
"false","Pixel 9a 128GB Peony","Asset","Android-Phone","Pixel 9a 128GB Peony","false","true","P9a128GBPe","840353945173"
"false","Pixel 9a 128GB Porcelain","Asset","Android-Phone","Pixel 9a 128GB Porcelain","false","true","P9a128GBP","840353945135"
"false","Pixel 9a 256GB Iris","Asset","Android-Phone","Pixel 9a 256GB Iris","false","true","P9a256GBI","840353945166"
"false","Pixel 9a 256GB Obsidian","Asset","Android-Phone","Pixel 9a 256GB Obsidian","false","true","P9a256GBO","840353945128"
"false","Pixel 9a 256GB Peony","Asset","Android-Phone","Pixel 9a 256GB Peony","false","true","P9a256GBPe","840353945180"
"false","Pixel 9a 256GB Porcelain","Asset","Android-Phone","Pixel 9a 256GB Porcelain","false","true","P9a256GBP","840353945142"
